PaTe3
Pu3Al
ThBr4
Th2Ta6O19
PuCl3
Nd3Th
AcMg3
U2Cl5O2
U6Fe16Si7
UTe6(OF5)6
ThMn4(CuO4)3
Zr2Np
Th(Mg4Al3)4
UCo4Sn
PaIr3
AcSbAu2
Ac2GaCu
YbPaO4
DyThTc2
Yb11(U2S11)2
USb3O2F17
U2Zn17
UH12C4SN2O9
UTa2O8
PuPt3
ThMn12
PaTiTc2
KUCuS3
UAl4Co
U2Mn3Si5
Ac2ZnGa
UInNi2
TmNp3
MgPa3
USnRu
NaAc2Sn
CdP2Xe5F22
U2AsSe
Na4U(MoO4)4
Cs2UTa6(Cl5O)3
Li3Th
TmPu3
Ac3Th
ThBr4
K2UMo(IO6)2
Rb2U(SiO3)4
AcBiAu2
AcGaTe2
UTiNb2O10
Pr2UTe4
U4Ga12Rh
PaTlO3
UGa3
Th(SiOs)2
U4Tc7Ge6
Cs2U(SiO4)2
Na6U(Mo2O9)2
UGeS
KUSi2O7
PuIrO3
PuPb3
AcMgCd2
SbKrF7
Ba2UCuO6
U3Ag6Mo5O27
YPaTc2
UVAgO6
AcHgAu2
Cs4U2V2O13
Th(NiGe)2
UPb3
AgXeF9
U(SiCu)2
Th6Mg23
PaAl3
ThPS
Pu5Pt3
SrAc3
K2UF6
K7Th6F31
U2Ti
ThP7
U2N3
NpAl2
U(NiGe)2
RbUO3
Ba3DyUFeO9
Th2Zn
SrP2(XeF6)3
ThSn3
U(FeP)2
Cs2Th(PS3)3
Li2U(WO5)2
PuZn2
Th3Ga2
U6Co12Ge4C
CuSb2(XeF5)4
ThGeS
UIr2
Na2Th(PO4)2
NaU2Cl6
He
NaAc
NpOsO3
ThB2Ru3
PuTe
Sc(US2)3
UTeN
Th4H15
U(CoP)2
Y3Th
U(SiPt)2
Th2P11
YbPaPt2
USeS
ThScTc2
UH12(ClO2)3
NpIO5
YbAcMg2
Na3Pu
U2Si4Mo3
Sr2UO5
ThMn2
ErNp3
USCl9
U2BiN2
PmPu3
Np(SiIr)2
K2ThF6
KUP3O11
Ar
ThNb4O12
UFe5Si3
NpInRh2
Np(SiRu)2
U2Ta6O19
UOF4
SbXeF9
NpSnAu2
UIr
UGa5Ir
Th2SbN2
AcTe3
ThZn4
AcFeO3
ThB2O5
NpSnRh2
Na2U2Si(O4F)2
U6Fe16Si7C
AcZnAu2
PaAgTe2
AsXe2O4F9
U3MnSb5
RbUSO6F
AcOF
Ac2MgSn
ThInCu5
Na2US3
ThSn2
Th4P6O23
Np(FeGe)2
AcCl3
NpCdPt2
Nd2Th8O19
La2Th3O9
CaThBr6
RbAc3
Th2Se5
UPt
USbTe
K2Li4UO6
Li2U5MoO19
ThZn2
Pa3Al
K9U6BiO24
Nd2UTe4
Pu2SnPd2
UBi
VXe2F17
NpMn3
Pu5Ru3
AcBrO
Th7Ir3
AgP(XeF5)2
Np(CoGe)2
NpBr3
Rb2UF6
Cs2ThCl6
NpSnIr
K6Ba2CaU6O24
PuH8(SO6)2
U2Fe2Sn
PaGaCu2
PuSb
ThNF
Na2UI6
PuSnAu2
ScUS3
UF5
USb2Au
MgAs2(XeF9)2
Ac2SiCu
Mg3Pa
BiXeF9
PaAu3
PaZnAu2
CsUP3O11
U(Cr3P2)2
AcF3
UFeGe
La2UO6
Np3Be
UCoSi
PaInPt2
UCl5
UF3
Ca5ThF14
PuAs
UMnSe3
HfU3Sb5
U(Cr3P2)2
ThH2
AcSi3
Rb7Th2(P2Se7)3
Np2Se3
Pu2SnPt2
U2Si4W3
Na2UP2O9
YThRu2
ThSiO4
UAgIO6
Nd2Th2O7
K2UF6
SrUO4
Ce4ThO9
KUVO6
Ba2UCuO6
NpAl4
UCo5Si3
AsSXe2(OF3)3
Sr2UO4
YbAcGa2
UCl6
SbTe7SXeCl(OF4)9
Ac3Nd
PuNi5
AcMg
Th(GePt)2
ThSe2
Rb2U2O7
AcH3
U2AuF11
PaAs
UGeRh
U4Ga20Ni11
USnPd
Pa3P4
BaUTiO6
PuMn2
ThSiO4
Kr
Ce2U3O10
KUNbO6
TmThRu2
UPb
K2PuCl6
Th(GePd)2
ZrU9O20
PaGaTc2
PaCdAu2
K2Th(PSe3)3
PuBi
UAl2Pd5
Pr3U(ClO2)3
Pa3W
NpIO
Sm3Np
U(RhO3)2
ScU3Sb5
BaU(SeO4)2
ThCl4
Ba2UCu2S5
ThIr
Th3Sn13Rh4
AcAg3
K2U7O22
U2SbN2
PuCl2
K3UF3
CsUV3O11
LuUTc2
ThInAg2
U2F9
ThV4O12
K2U3(TeO7)2
UBiSb
U(MnGe)2
U(BRu)4
Rb2U5(PO7)4
Th2CrN3
PuP3
PuGa2
Na2UI6
Lu3Th
PuPt4
NpSe
PuGe3
UH12(NO7)2
Ni(XeF7)4
ThSe
RbTh3F13
Cs2NpBr6
UGa5Ni
USbRh
AcAg2Sn
Cs2U3(TeO7)2
UAlRh
YbAc3
Sb3S2XeN(O2F9)2
U2N3
YbU3
Na6U2Mo4O21
NaCa3UH16C3SO25F
U(PdS2)2
UNi4Sn
U2SnRh2
Th3Be
Sb2XeF14
PaSnPd2
Sr2UFeO6
NaAcTl2
PuIn
ThMg3
Li4UC3O11
Li3ThF7
Na3PaF8
Th(NiP)2
UTeS
OsXe(O2F3)2
Yb3U
U4Ga12Pd
CaU(MoO4)4
U3Sb4Rh3
Pa3Re
PuPt2
K4U5Te2O21
BaPuO3
U8FeS17
NpPa3
UFeSi
Ca3UN4
UNi7(BO4)4
Np(SiOs)2
ThNb4O12
UGeSe
U2InPd2
K10Th3(P5S18)2
UAu2
YbAcCd2
U2(Al3Co)3
UNiSn
USnTe
Na11U5O16
ThH10N4O17
TmThTc2
USbSe
Pa2S3
ThBe13
K5ThF9
NaUBO5
U2SnPd2
AcTlAg2
ThCl4
U5Re5Si9
NpBr3
UVC2
Ac3In
PaAgAu2
AcDy3
AcSnAu2
UB4W
U2NiO6
USb2Ru
Ce8U2O21
U(SiIr)2
Li11U4(WO5)8
KU2H5C4O15
UFeC2
Pu3Ga
YbPaRu2
AcF3
U2Cu2As3O
Cs2UBr6
Ac3La
La2Th8O19
ErPaRu2
Th(PRu)2
LiPaPt2
Rb3U3Ge2O13
U3Pa
UPbO4
Na2Li8U11(WO22)2
ScPaTc2
Th3U
Pu(SiAu)2
U6Co
Rb2UCl5
ThB2Ir3
Pr2USe4
K2UCu3S5
Pa3Zn
K2ThF6
XeN2(OF4)2
K5U2O4F9
UH16C4(NO3)4
LiUF5
Na2U(MoO5)2
KThCuS3
Ac2SnHg
NpRu2
NaNpCO5
CsXeF7
Sr5U3O14
KUVO6
Th3Co3Sb4
Pu3Pb
CaAc3
PaCdPt2
Cs7U8V2ClO32
CeTh9O20
KUP3O11
ZnSb2(XeF4)6
USnPt
UTeAs
PuBO3
Ac2CuIr
Cs2UCl6
K5Th(PS4)3
Pa3Tl
UMnO4
ThTl3F7
Ce2US5
Th2Cu(PO4)3
Pu2BiAu
Rb6U(Mo2O9)2
AcClO
NaUHOF5
Th2BiN2
UPb
Np(FeSi)2
U2AlCo2
Li2US3
UGeAu
Th(GeOs)2
ThPb
CsU2H3(C2O7)2
KNaThF6
PuFe2
PaAs2
K3UH6C5SNO13
ThSe2O7
Ne
SrU2O6
UCl4
NpAl3
UF6
Na4Th(MoO4)4
PaInAu2
U2(Co7B2)3
PaGaFe2
U2Al3C4
Sr3U11O36
AcCdHg2
ThGa2
ThGa3
He
Ac3Pr
LuThTc2
Ce2USe5
RbPuP2S7
Ac2AgIr
ThRu3C
P2Pb(XeF6)3
ThZr2H7
ThCrB4
U2Ga2O5
Ac2NiIr
Th3Mg
Np(SiPt)2
Ba2MgUO6
KXeO3F
PaAlTc2
UAs2Pd
UCd(PbO3)2
K4CaU3O12
S2XeNO4F3
PaGa3
NpAsS
UH12(NO4)2
Np(GePd)2
UNiH14O9F4
PuClO
ThIN
ThSnI6
UAg2(SeO4)2
Li2U(WO5)2
KUP(H2O3)3
RbTh2(PO4)3
ThCN
As2Kr3F16
SrThBr6
Na4UC3O11
CeTh3O8
UV2PbO9
Ce2USe4
CaU(SeO4)2
Sb2(KrF4)5
SrUS2
SrU(SeO4)2
Na2ThF6
KTh(SbSe3)2
LiAc2Ga
Th(NiP)2
NdTh9O20
NpMn2
Nd2USe4
Th11(Ru2C3)6
PaCu2Sn
PaNi2Ge
Ac3Sm
ThCr(IO5)2
Na2UO4
Th(CrGe)2
PaCl4
PaAgO3
U(GeIr)2
K8UCr4(NO12)2
K4SrU3O12
Li4NpO5
ThCu5Sn
ThCoSn
K2UP2(H2O5)2
Np(SiPd)2
K3NaTh2O6
Cs2UHg2Se5
Rb2UBr6
CsAcTe2
AcCrO3
U(BiO3)2
K6U5V2O23
Np3Se4
UVN2
UGa
Ac2CuSn
Y2Th8O19
U2SN2
UFe5Sn
ThInAu2
U2Fe3Ge
Pa3Sb
PaS3
ThB4Mo
Pu3Sn
Pa3H
ThGa
UGa
AcInAu2
UHg2
U3Ga5
U2Ni12As7
KTh2V3O12
Li2UI6
UB2Os3
USb
UPd3
U16N25
Pu3Ge
K2U(WO5)2
BaThBr6
Na2NpH2(CO3)3
UF3
UCu5Sn
PaC
CsUVO6
Cs2PuCl6
YbThPt2
PaB3
PaGe3
TmPa3
Rb2Th(PSe3)3
Th6CoBr15
UBe13
U2SnRu2
AcAg
PuNi2
UMn2
P6Pb3Xe11F58
NpRh3
Na2UBr6
SrUO4
Np(Al2Fe)4
Ac2SiAu
K3U3Si2O13
UInAu2
URu3
Cs2U(Br2O)2
Np2InPt2
NpV4O12
K4Th(MoO4)4
Cs4Th2P5Se17
U3Sb4
MgUB2O7
La10US16
HoTh3
Cs2U2Mo3O16
Th2P2O9
CsXe3O3F13
La2Th2O7
U3Cu2Sb3
BaSr4U3O14
CsUCuSe3
DyTh
UBr3
Sr5U5O19
UH12C4N4O11
UCo2
AcInTe2
NpC
Pu13Zn58
ThH3
UF6
Cs3U2Ge2O11
Th10N9F13
Ca2As4Xe5F34
CePu4Co3
SrMgUH24C3O23
KrF2
U2Cr3Si
ThP2O7
Pu(SiPd)2
PuF3
UCr5P3
UP2(PbO5)2
RbUP2H8O11
MgAs2(XeF8)2
Th(MnSi)2
AcCdAg2
UPS
Sr2U4O11
UN2
NpGaRh2
Ca3UO6
U3Fe2Si7
Ce6Th4O19
UIr
HXeF7
Na3Np(HO3)2
Ce3Th4O14
CuSb2(XeF4)6
PuOF
U2Ge4Mo3
Na3ThP3O11
Na3UF8
Li2U(MoO5)2
Xe2NO2F13
CaAcZn2
USiRh
USnAu2
AcPbAu2
SbXeO2F7
RbUCrO6
UMo13P9
UF4
UTc2Sn
CePaO4
Cs4U5O17
Te2Xe(OF5)2
UV2O6
CaP2Xe5F22
Ac2S3
Na2Th(PO4)2
LiAc2Ru
U2Cr30P19
RbU2SbS8
ScU8S17
Th(MnGe)2
Pu2Mg
ThGaAu2
ThNiSn
U3NbSb5
Rb2Pu2O5
LiUBO5
CaU2Si2H12O17
UCuPO
U2PN2
NdTh3
PaBr4
KU2F9
UW3O11
Cs2UP2O9
U4Re7Si6
USb2Pd
ThV2O7
Li2U4W4O25
UPt3
ThGeO4
YbThRh2
LiNpIr2
UNiSn
Th2In
U(CoSi)2
U8Bi2O19
Na2U(WO5)2
U3Bi4
UH10N2O7
YTh9O20
UAg2(WO5)2
CdAs2(XeF5)4
K2UBr5
U2AsN2
Pu(CoSi)2
Na6U(SO5)4
Li3Pu
Th2CoB10
U2IrC2
ThTaN3
URhS3
Li2U3V2O15
USiNi
U(BH4)4
UAg3(AsO4)3
U2Al19Co6
Rb3Ac
K2UCr(IO6)2
PuSe
USb2F15
UH12C2S2N6O13
USbAs
K4UC3O11
U2PS
U(PS3)2
Cs2U2O7
ScUS2
Na3Li4Th6F31
HoThTc2
BaPuO3
UTe3Pb2O11
U(BH4)4
USiS
ThTl3
Ac3Sn
Th(SiPd)2
He
Sr5U5O18
K2UO4
Rb2U2Mo3O16
NbXeF11
U(SiOs)2
CaGdTh(PO4)3
La2Th5O13
ThSe
ThF4
PuNi4
ZrU4O10
AcInHg2
UAsH9O10
Pu2HgSb
UCo5
AcCuO3
PaGaAu2
U12Ir4Se31
Rb6U5V2O23
Th2Ru6C5
Na2U2O7
USn
Na2UO4
AcTlHg2
PaCl5
Np(CrSi)2
BaUI6
Ce4ThO8
CeThO4
Pu(SiRh)2
LuTh3
Na10U8W5O44
K3UF7
UGa3Ni
Th2MnN3
Pa2SbTe
K2U2WO10
Ba4UCr2S9
U7(Pd3S4)8
LuThRu2
U2Fe12P7
U2TeN2
Pu5Os3
Na4UO5
Sr3UO6
Sr2UZnO6
Th(Re2Si)2
Ce2UO6
PuNi
Ca2UO5
NpI3
Ba2CaUO6
K6U2Mo4O21
K2U2MoO10
La2ThTa(ClO2)3
U12Rh4Se31
CaU(PO4)2
SrUO4
KNpCuS3
U(OF)2
Kr
UP3H10ClO8
PuP
UCrC2
Ac2HgGe
UGeIr
CaUS2
K(USe3)2
UCrS3
UBN
Np(SiRh)2
LiUN2
Kr
Na2UF6
UH12(NO7)2
ThBrN
PuGa3
HoPaOs2
U(CoB)4
PuTe
Rb2PuCl6
K2PuCl5
KU2P3O14
SbXe2OF15
SrAcTl2
K2UI5
U3Co4Ge7
UAs
K4US3O14
USbO5
Pu2InPd2
U2Co2Sn
LuPaRu2
EuAcAu2
U4BiO10
ErThTc2
UFeS3
PaBO3
K4UO5
Th(NiSn)2
PuPaO4
U(AlC)3
ThTi2O6
YTh4O10
Np(CoSi)2
PuI3
PuBr3
AcBr3
U(Al10V)2
Th(GeRh)2
UN
PaH3
AsKrF7
ThZrF8
U2Ti3Si4
Cs2UO4
UCoSn
PuSb
ThF4
Ac2GePd
AcTlTe2
ThH20C4S2N8O15
AuXe2F17
Na2UF6
U2Al20Fe
Th2AlH4
AcAgTe2
Ac3Hg
ErPaTc2
Pu2Te3
Rb3Ac
RbUN3O11
NaAcAu2
NaAcHg2
NpAl2Pd5
U(Al5Fe)2
U20Si16C3
KNpAgS3
U2MnN3
U4Be2C5
U2Nb3Ge4
Na2UCl6
U2SeN2
Np(SiCu)2
ThPb3
ThFe5P3
KTh2(PO4)3
K3NaUC3O11
UGaTc2
U(Al2Cr)4
UGa3Pd2
KThP3O10
KPuP2S7
U2CuP2(H4O5)4
BaU(SiO4)2
AcTlAu2
Th(InBr3)2
UV2O8
AcH2
UCoO4
USiPd
Th(GeAu)2
Ba2UMnO6
ThP
NdPa3
PuPtO3
CeTh2O6
CsU6F25
U(SiNi)2
U(SiRu)2
PuSb
Rb2UBr6
USn3
NpBi
Pu(CrSi)2
LiPaRu2
Th(Al2Cr)4
Pu(SiOs)2
SrAcZn2
ThSnPt
U2InCo2
Sr2UCoO6
Ar
PaIn3
U2PdS4
AcAu3
RbUAuSe3
Rb2U3(IO5)4
UGeS
Th(AlC)4
Th2SeN2
SXeO3F2
ThSO
UP3H10BrO8
AcI3
Nd10US16
NpBeO3
USiIr
U7Cd3O20
UNCl
Th(Al5Fe)2
Na11La7Th2Ti20O60
NpTcO3
LiUAsO6
UIn3
CsUCuTe3
U(GeRh)2
Th(FeP3)4
KUO3
Na2UO4
LaNp3
Pu2HgBi
NpFe2
Ac2CdSn
Th(PS3)2
Rb8U9O31
Li2ThN2
Sr9U9O34
Ce2Th2O7
PuRu2
UCdO4
Np(SiAu)2
Th8Al4H11
NpAl3
Rb2UCr(IO6)2
Kr
Li2AcTl
Li2AcSn
Np(MnGe)2
Sr3U(Te2O7)2
KTh6F25
Th6Mn23
ThH2
Rb3Th
U2V2O11
Ac3Er
Li4UF8
RbTh3F13
PuAl3
NaAcTe2
U4As6Ru7
Li2UCl6
Ac2IrAu
K2Th(CuS2)2
UInNi4
PaZnPt2
Pr10US16
ThPbAu2
Th(TiH3)2
Y2Th5O13
U(SiPd)2
UB2Ir3
BaPaO3
U(BiO2)4
K2U2O7
U3Ni3Sb4
RbUAgS3
BaNpO3
PuGa
UH12S2O15
UPSe
UBr5
PaBr5
ScPaOs2
PuSn3
CsU2O6
Na3UF7
U(SiIr)2
Pu(FeSi)2
BaTh3
U(CoGe)2
Th(SiCu)2
MgAs2(XeF5)4
U(WO4)2
Pu3Pd4
Sr2CaUO6
K2Th(PSe3)3
Np2Si4Tc3
Th(SiRh)2
UBrN
UIN
U2PbSe5
U3TiGe5
Th(CuP)2
Np3Al
Pu(MnSi)2
YbAcRh2
UCd2O5
Ac2ZnIr
Rb2U(N2O7)2
ThNb4O12
ThCoC2
Np(SeO3)2
ThGeO4
CuSb2(XeF8)2
Rb2U2O5
UVO5
ThGa4Co
UHg3(TeCl3)2
Rb2U2O7
AcMg5
UCl3
U2Mn12P7
USiAu
KrF2
Sm3Np
Th(CuSn)2
AcZn3
Rb2PuCl5
Th2SN2
Pa3Mo
PuAs
Rb5Th(PS4)3
CrXeF6
U(SbO3)2
Ce3Pa
Sm2US5
TmPaRu2
U2Zn17
HfPaTc2
Na2UO4
TmNpRu2
Th2Ta2O9
Pa3Sb4
UAg2(WO5)2
LiCaUF8
UTeAs
Sr2MgUO6
U2CrN3
PuAl3
Li2UBr6
XeIF7
U2BiN2
KUN3O11
NpIr2
PuRu3C
PuGa
PaSiTc2
NpBe13
UCo5Sn
TmTh3
ThIn3
Nd2As6Xe5F46
K2U2O7
LiAc2Ir
AcMgTl2
PuPd3
Th3Br
U(MnAl2)4
Nd3U(ClO2)3
UH14(NO2)4
LiUAsO6
UTi22Fe18PbO76
PaAlCu2
Ac2Mg
PaBi3
Th(CrB3)2
PaSnAu2
Pu2Ni17
TmThOs2
Ac2O3
UGeTe
SrTh2Se5
K2U2O5
UCuP2
NpTiO3
PuBrO
Na2UF6
Ce3Th3O11
U3Cu2H10(CO10)2
YbAcZn2
AcTiO3
Np(MnSi)2
CsUNbO6
ThGa2
Pu(SiRu)2
Ac2SiHg
Pa3Nb
U5(B12Mo5)2
UReB3
U2Cu4As5
Ca3UO6
PaNi2Sn
K3Pu(PS4)2
PaN
UBrO2
Cs4UC3O11
Np2H12SO14
Na2UI6
Th(CoGe)2
K3UO2F5
UTa2S6Cl6O
PaBi3
Rb2U(MoO5)2
ThMg2
SrUO4
Pu2InNi2
Pu5Ir4
Th2Al2C3
U(SiAu)2
ThSiAu
UAs2
RbAcO3
U4Ga12Fe
K6U2(Cu4S5)3
Pu(SiPt)2
K2U(MoO5)2
Th2ZnTc
AcIn3
UBiTe
NpFe3
UOs2
Ce2UTe4
UCo3B2
UTeP
PuCdRh2
Th7Os3
UAlO3
EuPaO4
SbXe2F9
ThSnAu2
Pu(SeO3)2
Na2UF6
K2Th(MoO4)3
UNi2Sn
ThOs2
PaCl2O
Pd(XeF8)2
CsU2F9
DyPaTc2
KU2F9
La3U(ClO2)3
Li3Ac
ThRe2
UCl5
La3U2O10
LuPaOs2
U6Mn
Sr2UNiO6
RbPaF6
Th5Sn4
LiAc2Si
Ba8CaY2U4O24
Tm3Th
MgPaRu2
Cs2U(Cl2O)2
Np3Tl
Np(CrGe)2
Ca2Th(Si2O5)4
PuRu
Pu5Ir3
PuNiC2
PuBi
Th(SiAu)2
UIr3
U3As4
K2U3(IO5)4
ZrU3Sb5
Rb6U2W4O21
U(Al2Fe)4
U3Si2C3
U2Al3Os
UBr4
U3Co2Ge7
Na2USiO6
UTa2O7
PuAl3
Pu3Sc
UCuAs2
ThSbRh
UTi2O6
Sr4U2O9
PuOF
La2USe4
Cs2NaUCl6
Na4NpO5
LaUO4
USiS
NpH16C4N8ClO6
U4N7
K4U(PO5)2
UGa5Co
PuNi3
Ba2UNiO6
AsXeF11
PuI2
Pu2InRh2
U3Cl
UMn5P3
K2UAs2O9
PaBr3O
NpAsSe
PuCdAu2
PaNi3
CsUN3O11
ThSnRu2
ZrUN2
Th6FeBr15
U3Co7B2
U2AlCo3
GdPaO4
U(PbO2)3
UTe2PbO8
U(CrSi)2
ThMgZn2
SrAcHg2
Li2UBr6
UNiSn
TbU3
PtXeF11
ScPaRu2
Rb(ThSe3)2
NaAc2Pb
U2InNi2
KUCuSe3
CsUCrO6
PuAu3
AgAs(XeF5)2
NpCuSe2
U3(Si3Pd10)2
ThIr2
Rb7U8V2ClO32
UAsSe
RbAcTe2
Na6U5V2O23
CaUO4
ThSnPd2
ThSeO
Ce10US16
GeXeF10
UTlF5
Np(IO3)4
Pu2Si4Tc3
Pu31Pt20
Pu3Pd5
U(CoP)2
BaThO3
AcAgHg2
Th(FeGe)2
PuRh3C
UCdO4
PuBe13
K2U(SO6)2
U3(SiNi)4
Sr18ThCl40
CsUTiTe5
UV2O8
ThZnRh2
U2CoO6
La2Th11O26
AsXeF7
Th5Fe19P12
NpOs2
K8Th(MoO4)6
Li2AcPb
Na3UO4
PuPt5
K2U(PSe3)3
PaSe3
PaPt3
Li2UBr6
PaAl3
CdB2XeF10
Pu3Au
TmUTc2
Cs2UMoO7
UCoAs2
U2Zn17
PuBi3
PuIO
CsUGa(PO5)2
U(BiO3)2
CsUAgSe3
Cs2KU2(Si2O7)2
PaTlAu2
CsUF6
ThTl
UCu2(PO5)2
AcSe3
Ho3Pu
Ac3Sc
Ac2IrPd
K2UTe3
UAs
PuHgAu2
U(MnSi)2
YbTh3
U(BO3)2
UPdSe3
Na2UO4
Cs4U3Mo3O20
Yb6U3O17
CaPuRh2
Zr3U7O20
Np(Al2Cu)4
NpAgSeO5
Li2UBr6
LiAcTe2
U2Ga8Ru
MgPaRh2
U2H14S2O19
PaPd3
AcEr3
PaZn3
TmPaOs2
AcGa3
AsSXeNF10
Yb3U
Ac2ZnSi
AcN
PaGaNi2
RbAc3
ThPb
U2Co3Si5
Li2AcIn
UNiAs2
AcCdRh2
CaAcIn2
ThNCl
PaI3
UPCl10
CsU2O6
KUI3O11
AcAl3
AcLa3
UPt2
K2UCl5
ScUTc2
U(FeSi)2
U(GePt)2
La3U2O10
LiAc2Ge
U4Si6Tc7
PaSi3
Rb4U5O17
PaPbAu2
U2Ni12P7
ThTi2O6
Pa3Si
Na4Pu(MoO4)4
NpCdAu2
DyPaRu2
YbPu3
U2CuAs2(H4O5)4
UGePt
U(Ni2P)2
PaMn2Al
BaP2(XeF5)4
CsUCuS3
NpPa3
UF5
UAs2H6O11
U(SiPt)2
Cs2Xe(BrF7)4
ThMg2
ThNiSn
UGaNi
CaMgUH24C3O23
U3Cu2Se7
U3Si11Pt23
Pu(IO3)4
U3TiSb5
Pu2InPt2
Ac2SiPd
Ni(XeF8)2
Ac2S3
BiKrF7
PaZnRu2
LiAcTl2
PaInCu2
UPt
BaUS3
PuGe2
UGa2
PaTe2Au
U3Sn13Rh4
USb
UV3O10
Pu2Pt
Np3Se3O13
AsXe2F9
CsPuP2S7
YbPaRh2
U2Co3O8
WXeOF6
Sb4Au(Xe2F11)2
AcMgHg2
YbAcHg2
AcHg3
U(GaFe)6
PuBr2
PuSbPd2
Sr5U5O19
KAcTe2
Rb6U5V2O23
U2FeS5
Np(GeRh)2
UTe4Br5
U2Si(H2O5)2
PuGa3
PuGa4
Pu(SiIr)2
Pu(TeO3)2
Np2InRh2
UBi2
CsUAgS3
K2PaF7
UHg4(AsCl3)2
U2InRh2
Ce3Th2O9
Pu2Se3
UBi
PaC2
PuSbTe
PuTe2
PaP2
PaSb2
PuSe2
NpSeO
ThAsS
PaP2
ThAsSe
Th2HN3
ThSbSe
ThPSe
HeSiO2
HeSiO2
PaNi2Sb
LiThAu2
BaNpPH2O7
PuSi6H54(C6N)3
PaP3
K(ThSe3)2
Np3S5
U11Se20
LiUO3
SmPuO3
UTl2O4
UFe2
Cs3Np(Cl2O)2
Sm6Th4O17
Pu5Rh4
UB2Rh2C
AcGe3
NpSO
U2MoO8
ThNi5
ThSi2Ru3
PuB2Rh3
U(PO3)4
ThCdRh2
ThPt3
Np3As4
UI4
ThTe3
UAl2Cu3
PuCoH24C4N6O13
ThB2Pd2C
USiSe
UNi2B2C
U(MoO4)2
Pu
ThGe2
NpB6
ThSiTe
PuRh3
U13O34
Y5U2O12
Pu
Th2Ni17
ThCdAu2
Np(CuGe)2
UH2Se2O9
LiUO3
ThGe2
Li4UO5
K2PuO4
PuH2
Cs2Np(SO5)2
BaUO3
NpTe3
ThSiPt
Cs2PuO4
UGe2
Th3O
ThCd3
K3NpO2F5
U2W2C3
U2Te3
NpF5
ThNi2B2C
Rb2NpO4
PuCu2
U2Mo2C3
UI3
Pu2S3
ThSi2Ni
UPO5
PuCo3
LuU2S3O2
YU2S3O2
ThC
Th3Au
U3(CuGe)4
Th2Co7
Y9U5O28
UO2
NpNi5
UNi5
ThCoSi
Np(SiNi)2
USe2
RbNpCuS3
Th3Au4
UAl2Cu
Cs2NpO3
SmTh3
Pu2W2C3
Ba17U11O42
U2Re2C3
K2NpO4
Cs2NpO4
TmU2S3O2
U7Te12
Y5U2O12
Xe
Th2Fe2Si2C
Th2BiTe
NpGa5Ni
NpGa5Co
ThAu3
NpS
NpAs
NpSn3
Th2Al7
ThSi2
NpH2
Th3Al2
U12O19
NpP
ThAs
PaO2
ThBi
PuN
PuB6
U4O7
ThN
UP2
Th3N4
NpSbTe
U2Te5
USeO
Np
UB2C
ThBiTe
ThAs2
U11O5
UI4
ThAs
U3Nb
ThB12
PuS
NpSb
UNi2
UO3
UCO5
UTe3
ThNi2
UCu5
Th2Co17
NpIn3
ThB6
PuS2
